,text,phonetics,segmented_text,n_syl_mismatches,n_stress_inconsistencies,used_method_for_syl_text,phonetics_alt,n_alternatives
538,I should like to engage just for one whole life in that.,aj1 ʃ_ʊ1_d l_aj1_k t_ə0 ɪ0_ɲ|ɟ_ej1_dʒ dʒ_ɐ1_s_t f_ɒ0_ɹ w_ɐ1_n h_ow1_ɫ l_aj1_f n̩1 d̪_æ1_t,I should like to en|gage just for one whole life in that,[],[],"['acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['aj1'], ['ʃ_ʊ1_d', 'ʃ_ʊ1_ɾ'], ['l_aj1_k'], ['t_ə0', 'tʰ_ʉː0', 'tʰ_ʊ0', 'ɾ_ə0'], ['ɪ0_ɲ|ɟ_ej1_dʒ'], ['dʒ_ɐ1_s_t', 'dʒ_ə1_s', 'dʒ_ə1_s_t'], ['f_ɒ0_ɹ', 'f_ɚ0'], ['w_ɐ1_n'], ['h_ow1_ɫ'], ['l_aj1_f'], ['n̩1', 'ɪ1_n'], ['d̪_æ1_t', 'd̪_æ1_ɾ', 'd̪_æ1_ʔ', 'l_æ1_t', 'l_æ1_ɾ', 'l_æ1_ʔ', 'n_æ1_t', 'n_æ1_ɾ', 'n_æ1_ʔ', 'z_æ1_t', 'z_æ1_ɾ', 'z_æ1_ʔ', 'ð_æ1_t', 'ð_æ1_ɾ', 'ð_æ1_ʔ']]","[1, 2, 1, 4, 1, 3, 2, 1, 1, 1, 2, 15]"
539,"Yea, so are all the lesser animals of today clean.",j_ej1 s_ow1 ɑ0_ɹ ɑː1_ɫ d̪_iː0 l_ɛ1|s_ɚ0 æ1|ɲ_ɪ0|m_ɫ̩0_z ə0 tʰ_ə0|d_ej1 c_ʎ_i1_n,Yea so are all the less|er a|ni|mals of to|day clean,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'SonoriPy', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['j_ej1', 'j_æ1', 'j_ɛ1'], ['s_ow1'], ['ɑ0_ɹ', 'ɚ0', 'ɛ0_ɹ'], ['ɑː1_ɫ', 'ɒː1_ɫ'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['l_ɛ1|s_ɚ0'], ['æ1|ɲ_ɪ0|m_ɫ̩0_z'], ['ə0', 'ə0_v'], ['tʰ_ə0|d_ej1', 'tʰ_ʊ0|d_ej1'], ['c_ʎ_i1_n']]","[3, 1, 3, 2, 12, 1, 1, 2, 2, 1]"
540,The Warden with a quart of champagne.,d̪_iː0 w_ɒ1_ɹ|d_ə0_n w_ɪ0_d̪ ej1 k_w_ɒ1_ɹ_t ə0 ʃ_æ0_m|pʰ_ej1_n,The Ward|en with a quart of cham|pagne,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['w_ɒ1_ɹ|d_ə0_n', 'w_ɒ1_ɹ|ɾ_ə0_n'], ['w_ɪ0_d̪', 'w_ɪ0_t̪', 'w_ɪ0_ð', 'w_ɪ0_θ'], ['ej1'], ['k_w_ɒ1_ɹ_t', 'k_w_ɒ1_ɹ_ʔ'], ['ə0', 'ə0_v'], ['ʃ_æ0_m|pʰ_ej1_n']]","[12, 2, 4, 1, 2, 2, 1]"
541,"Without a doubt, some of them have dinner engagements.",w_ɪ0|d̪_aw1_t ej1 d_aw1_t s_m̩0 ə0 d̪_m̩0 h_æ1_v dʲ_ɪ1|n_ɚ0 ɪ0_ɲ|ɟ_ej1|dʒ_m_n̩0_t_s,With|out a doubt some of them have din|ner en|ga|gements,[],[],"['dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'SonoriPy']","[['w_ɪ0|d̪_aw1_t', 'w_ɪ0|d̪_aw1_ʔ', 'w_ɪ0|ð_aw1_t', 'w_ɪ0|ð_aw1_ʔ'], ['ej1'], ['d_aw1_t', 'd_aw1_ʔ'], ['s_m̩0', 's_ɐ0_m'], ['ə0', 'ə0_v'], ['d̪_m̩0', 'd̪_ɛ0_m', 'm̩0', 'ð_m̩0', 'ð_ɛ0_m', 'ɛ0_m'], ['h_æ1_v'], ['dʲ_ɪ1|n_ɚ0'], ['ɪ0_ɲ|ɟ_ej1|dʒ_m_n̩0_t_s', 'ɪ0_ɲ|ɟ_ej1|dʒ_m_ɛ0_n_t_s']]","[4, 1, 2, 2, 2, 6, 1, 1, 2]"
542,"I had been born with no organic, chemical predisposition toward alcohol.",aj1 h_æ0_d b_ɛ0_n b_ɒ1_ɹ_n w_ɪ0_d̪ n_ow1 ɒ0_ɹ|ɡ_æ1|ɲ_ɪ0_k cʰ_ɛ1|mʲ_ɪ0|k_ɫ̩0 p_ɹ_i0|dʲ_ɪ0_s|p_ə0|z_ɪ1|ʃ_n̩0 tʰ_ə0|w_ɒ1_ɹ_d æ1_ɫ|k_ə0|h_ɑ0_ɫ,I had been born with no or|gan|ic chem|i|cal pre|dis|po|si|tion to|ward al|co|hol,[],[],"['acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', 'dataset', 'dataset', 'dataset']","[['aj1'], ['h_æ0_d'], ['b_ɛ0_n', 'bʲ_ɪ0_n'], ['b_ɒ1_ɹ_n'], ['w_ɪ0_d̪', 'w_ɪ0_t̪', 'w_ɪ0_ð', 'w_ɪ0_θ'], ['n_ow1'], ['ɒ0_ɹ|ɡ_æ1|ɲ_ɪ0_k'], ['cʰ_ɛ1|mʲ_ɪ0|k_ɫ̩0'], ['p_ɹ_i0|dʲ_ɪ0_s|p_ə0|z_ɪ1|ʃ_n̩0', 'p_ɹ_i0|dʲ_ɪ0_s|p_ə0|z_ɪ1|ʃ_ə0_n'], ['t_w_ɒ_ɹ_d', 'tʰ_ɒ_ɹ_d', 'tʰ_ə0|w_ɒ1_ɹ_d'], ['æ1_ɫ|k_ə0|h_ɑ0_ɫ', 'æ1_ɫ|k_ə0|h_ɒ0_ɫ']]","[1, 1, 2, 1, 4, 1, 1, 1, 2, 3, 2]"
543,He may anticipate the day of his death.,iː0 m_ej1 æ0_n|tʲ_ɪ1|s_ə0|pʰ_ej0_t d̪_iː0 d_ej1 ə0 ç_ɪ1_z d_ɛ1_θ,He may an|tic|i|pate the day of his death,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['iː0', 'ç_iː0'], ['m_ej1'], ['æ0_n|tʲ_ɪ1|s_ə0|pʰ_ej0_t'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['d_ej1'], ['ə0', 'ə0_v'], ['ç_ɪ1_z'], ['d_ɛ1_θ']]","[2, 1, 1, 12, 1, 2, 1, 1]"
544,The Italian rancho was a bachelor establishment.,d̪_iː0 ɪ0|tʰ_æ1|ʎ_n̩0 ɹ_ɑː1_n|tʃ_ow0 w_ɐ0_z ej1 b_æ1|tʃ_ə0|l_ɚ0 ɪ0_s|t_æ1|bʲ_ʎ_ɪ0|ʃ_m_n̩0_t,The I|tal|ian ran|cho was a bach|e|lor es|tab|lish|ment,[],[],"['1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset']","[['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['ɪ0|tʰ_æ1|ʎ_n̩0', 'ɪ0|tʰ_æ1|ʎ_ə0_n'], ['ɹ_ɑː1_n|tʃ_ow0'], ['w_ɐ0_z', 'w_ɑ0_z', 'w_ə0_z'], ['ej1'], ['b_æ|tʃ_l_ɚ', 'b_æ1|tʃ_ə0|l_ɚ0', 'b_æ1|tʃ_ə0|l_ɚ0'], ['ɪ0_s|t_æ1|bʲ_ʎ_ɪ0|ʃ_m_n̩0_t', 'ɪ0_s|t_æ1|bʲ_ʎ_ɪ0|ʃ_m_ɛ0_n_t']]","[12, 2, 1, 3, 1, 3, 2]"
545,I lost my balance and pitched head foremost into the ooze.,aj1 l_ɒ1_s_t m_aj1 b_æ1|l_ə0_n_s n̩0 pʰ_ɪ1_tʃ_t h_ɛ1_d f_ɒ1_ɹ|m_ow0_s_t ɪ0_n|tʰ_ʉ0 d̪_iː0 ʉː1_z,I lost my bal|ance and pitched head fore|most in|to the ooze,[],[],"['acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['aj1'], ['l_ɒ1_s_t'], ['m_aj1', 'm_ɑ1', 'm_ə1'], ['b_æ1|l_ə0_n_s'], ['n̩0', 'n̩0_d', 'æ0_n', 'æ0_n_d', 'æ0_n_ʔ', 'æ0_ʔ', 'ɛ0_n'], ['pʰ_ɪ1_tʃ_t'], ['h_ɛ1_d'], ['f_ɒ1_ɹ|m_ow0_s_t'], ['ɪ0_n|tʰ_ʉ0'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['ʉː1_z']]","[1, 1, 3, 1, 7, 1, 1, 1, 1, 12, 1]"
546,Men like Joe Goose dated existence from drunk to drunk.,m_ɛ1_n l_aj1_k dʒ_ow1 ɡ_ʉː1_s d_ej1|tʲ_ɪ0_d ɛ0|ɡ_z_ɪ1_s|t_ə0_n_s f_ɹ_ɐ0_m d_ɹ_ɐ1_ŋ_k t_ə0 d_ɹ_ɐ1_ŋ_k,Men like Joe Goose dat|ed ex|ist|ence from drunk to drunk,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['m_ɛ1_n'], ['l_aj1_k'], ['dʒ_ow1'], ['ɡ_ʉː1_s'], ['d_ej1|tʲ_ɪ0_d', 'd_ej1|ɾʲ_ɪ0_d'], ['ɛ0|ɡ_z_ɪ1_s|t_ə0_n_s', 'ɪ0|ɡ_z_ɪ1_s|t_ə0_n_s'], ['f_ɹ_ɐ0_m'], ['d_ɹ_ɐ1_ŋ_k', 'dʒ_ɹ_ɐ1_ŋ_k'], ['t_ə0', 'tʰ_ʉː0', 'tʰ_ʊ0', 'ɾ_ə0'], ['d_ɹ_ɐ1_ŋ_k', 'dʒ_ɹ_ɐ1_ŋ_k']]","[1, 1, 1, 1, 2, 2, 1, 2, 4, 2]"
547,"Also, churches and preachers I had never known.",ɒ1_ɫ|s_ow0 tʃ_ɝ1|tʃ_ɪ0_z n̩0 p_ɹ_iː1|tʃ_ɚ0_z aj1 h_æ0_d n_ɛ1|v_ɚ0 n_ow1_n,Al|so chur|ches and prea|chers I had nev|er known,[],[],"['dataset', 'SonoriPy', '1 vowel = 1 syl', 'SonoriPy', 'acronym', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['ɒ1_ɫ|s_ow0'], ['tʃ_ɝ1|tʃ_ɪ0_z'], ['n̩0', 'n̩0_d', 'æ0_n', 'æ0_n_d', 'æ0_n_ʔ', 'æ0_ʔ', 'ɛ0_n'], ['p_ɹ_iː1|tʃ_ɚ0_z'], ['aj1'], ['h_æ0_d'], ['n_ɛ1|v_ɚ0'], ['n_ow1_n']]","[1, 1, 7, 1, 1, 1, 1, 1]"
548,Do you know that we weigh every pound of coal we burn.,d_ʉː1 j_ə0 n_ow1 d̪_æ1_t w_iː0 w_ej1 ɛ1|v_ɹ_i0 pʰ_aw1_n_d ə0 kʰ_ow1_ɫ w_iː0 b_ɝ1_n,Do you know that we weigh eve|ry pound of coal we burn,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['d_ʉː1', 'ɾ_ə1'], ['j_ə0', 'j_ʉː0'], ['n_ow1'], ['d̪_æ1_t', 'd̪_æ1_ɾ', 'd̪_æ1_ʔ', 'l_æ1_t', 'l_æ1_ɾ', 'l_æ1_ʔ', 'n_æ1_t', 'n_æ1_ɾ', 'n_æ1_ʔ', 'z_æ1_t', 'z_æ1_ɾ', 'z_æ1_ʔ', 'ð_æ1_t', 'ð_æ1_ɾ', 'ð_æ1_ʔ'], ['w_iː0'], ['w_ej1'], ['ɛ1|v_ə0|ɹ_i0', 'ɛ1|v_ɹ_i0'], ['pʰ_aw1_n_d'], ['ə0', 'ə0_v'], ['kʰ_ow1_ɫ'], ['w_iː0'], ['b_ɝ1_n']]","[2, 2, 1, 15, 1, 1, 2, 1, 2, 1, 1, 1]"
549,This also became part of the daily schedule.,d̪_ɪ1_s ɒ1_ɫ|s_ow0 bʲ_ɪ0|cʰ_ej1_m pʰ_ɑ1_ɹ_t ə0 d̪_iː0 d_ej1|ʎ_i0 s_c_ɛ1|dʒ_ɫ̩0,This al|so be|came part of the dai|ly sched|ule,[],[],"['1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset']","[['d̪_ɪ1_s', 'ð_ɪ1_s'], ['ɒ1_ɫ|s_ow0'], ['bʲ_ɪ0|cʰ_ej1_m'], ['pʰ_ɑ1_ɹ_t', 'pʰ_ɑ1_ɹ_ɾ', 'pʰ_ɑ1_ɹ_ʔ'], ['ə0', 'ə0_v'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['d_ej1|ʎ_i0'], ['s_c_ɛ1|dʒ_ɫ̩0', 's_c_ɛ1|dʒ_ʉ0_ɫ', 's_c_ɛ1|dʒ_ʉ0|ɫ̩0', 's_c_ɛ1|dʒ_ʊ0_ɫ']]","[2, 1, 1, 3, 2, 12, 1, 4]"
550,All an appearance can know is mirage.,ɑː1_ɫ n̩0 ə0|pʲ_ɪ1|ɹ_n̩0_s cʰ_æ1_n n_ow1 ɪ0_z mʲ_ɪ0|ɹ_ɑː1_dʒ,All an ap|pear|ance can know is mi|rage,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['ɑː1_ɫ', 'ɒː1_ɫ'], ['n̩0', 'æ0_n'], ['ə0|pʲ_ɪ1|ɹ_n̩0_s'], ['cʰ_æ1_n', 'k_n̩1', 'k_ə1_n'], ['n_ow1'], ['ɪ0_z'], ['mʲ_ɪ0|ɹ_ɑː1_dʒ', 'mʲ_ɪ0|ɹ_ɑː1_ʒ']]","[2, 2, 1, 3, 1, 1, 2]"
551,"Yet he dreams he is immortal, I argue feebly.",j_ɛ1_t iː0 d_ɹ_iː1_m_z iː0 ɪ0_z ɪ0|m_ɒ1_ɹ|t_ɫ̩0 aj1 ɑ1_ɹ|ɟ_ʉ0 fʲ_iː1|bʲ_ʎ_i0,Yet he dreams he is im|mor|tal I ar|gue fee|bly,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'acronym', 'dataset', 'dataset']","[['j_ɛ1_t', 'j_ɛ1_ʔ'], ['iː0', 'ç_iː0'], ['d_ɹ_iː1_m_z'], ['iː0', 'ç_iː0'], ['ɪ0_z'], ['ɪ0|m_ɒ1_ɹ|t_ɫ̩0'], ['aj1'], ['ɑ1_ɹ|ɟ_ʉ0'], ['fʲ_iː1|bʲ_ʎ_i0']]","[2, 2, 1, 2, 1, 1, 1, 1, 1]"
552,"I am writing these lines in Honolulu, Hawaii.",aj1 m̩0 ɹ_aj1|tʲ_ɪ0_ŋ d̪_iː1_z l_aj1_n_z n̩1 h_ɑ0|n_ə0|ʎ_ʉː1|ʎ_ʉː0 h_ə0|w_aj1|i0,I am writ|ing these lines in Hon|o|lu|lu Ha|wai|i,[],[],"['acronym', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset']","[['aj1'], ['ej0|ɛ0_m', 'm̩0', 'æ0_m'], ['ɹ_aj1|tʲ_ɪ0_ŋ', 'ɹ_aj1|ɾʲ_ɪ0_ŋ', 'ɹ_aj1|ʔ_n̩0'], ['d̪_iː1_z', 'ð_iː1_z'], ['l_aj1_n_z'], ['n̩1', 'ɪ1_n'], ['h_ɑ0|n_ə0|ʎ_ʉː1|ʎ_ʉː0'], ['h_ə0|w_aj1|i0']]","[1, 3, 3, 2, 1, 2, 1, 1]"
553,"Jack London, Waikiki Beach, Honolulu, Oahu.",dʒ_æ1_k l_ɐ1_n|d_ə0_n w_aj1|cʰ_iː0|c_i0 bʲ_i1_tʃ h_ɑ0|n_ə0|ʎ_ʉː1|ʎ_ʉː0 ow0|ɑ1|h_ʉ0,Jack Lon|don Wai|ki|ki Beach Hon|o|lu|lu O|a|hu,[],[],"['1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', 'dataset', 'dataset']","[['dʒ_æ1_k'], ['l_ɐ1_n|d_ə0_n'], ['w_aj1|cʰ_iː0|c_i0'], ['bʲ_i1_tʃ'], ['h_ɑ0|n_ə0|ʎ_ʉː1|ʎ_ʉː0'], ['ow0|ɑ1|h_ʉ0']]","[1, 1, 1, 1, 1, 1]"
554,Jerry was so secure in his nook that he did not roll away.,dʒ_ɛ1|ɹ_i0 w_ɐ0_z s_ow1 s_ə0|cʰ_ʊ1_ɹ n̩1 ç_ɪ1_z n_ʊ1_k d̪_æ1_t iː0 dʲ_ɪ1_d n_ɑ1_t ɹ_ow1_ɫ ə0|w_ej1,Jer|ry was so se|cure in his nook that he did not roll a|way,[],[],"['dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['dʒ_ɛ1|ɹ_i0'], ['w_ɐ0_z', 'w_ɑ0_z', 'w_ə0_z'], ['s_ow1'], ['s_ə0|cʰ_ʊ1_ɹ'], ['n̩1', 'ɪ1_n'], ['ç_ɪ1_z'], ['n_ʊ1_k'], ['d̪_æ1_t', 'd̪_æ1_ɾ', 'd̪_æ1_ʔ', 'l_æ1_t', 'l_æ1_ɾ', 'l_æ1_ʔ', 'n_æ1_t', 'n_æ1_ɾ', 'n_æ1_ʔ', 'z_æ1_t', 'z_æ1_ɾ', 'z_æ1_ʔ', 'ð_æ1_t', 'ð_æ1_ɾ', 'ð_æ1_ʔ'], ['iː0', 'ç_iː0'], ['dʲ_ɪ1_d'], ['n_ɑ1_t', 'n_ɑ1_ɾ', 'n_ɑ1_ʔ', 'n_ə1_t', 'n_ə1_ɾ', 'n_ə1_ʔ'], ['ɹ_ow1_ɫ'], ['ə0|w_ej1']]","[1, 3, 1, 1, 2, 1, 1, 15, 2, 1, 6, 1, 1]"
555,"Why, he's bought forty pounds of goods from you already.",w_aj1 iː0_z b_ɒ1_t f_ɒ1_ɹ|tʲ_i0 pʰ_aw1_n_d_z ə0 ɡ_ʊ1_d_z f_ɹ_ɐ0_m j_ə0 ɒ0_ɫ|ɹ_ɛ1|dʲ_i0,Why he's bought for|ty pounds of goods from you al|read|y,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['w_aj1'], ['iː0_z', 'ç_iː0_z'], ['b_ɒ1_t', 'b_ɒ1_ʔ'], ['f_ɒ1_ɹ|tʲ_i0', 'f_ɒ1_ɹ|ɾʲ_i0'], ['pʰ_aw1_n_d_z'], ['ə0', 'ə0_v'], ['ɡ_ʊ1_d_z'], ['f_ɹ_ɐ0_m'], ['j_ə0', 'j_ʉː0'], ['ɒ0_ɫ|ɹ_ɛ1|dʲ_i0', 'ɒ0_ɫ|ɹ_ɛ1|ɾʲ_i0']]","[1, 2, 2, 2, 1, 2, 1, 1, 2, 2]"
556,The last refugee had passed.,d̪_iː0 l_æ1_s ɹ_ɛ1|fʲ_ʊ0|dʒ_iː0 h_æ0_d pʰ_æ1_s_t,The last ref|u|gee had passed,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['l_æ1_s', 'l_æ1_s_t'], ['ɹ_ɛ1|fʲ_ʊ0|dʒ_iː0'], ['h_æ0_d'], ['pʰ_æ1_s_t']]","[12, 2, 1, 1, 1]"
557,"And the foundation stone of service, in his case, was obedience.",n̩0 d̪_iː0 f_aw0_n|d_ej1|ʃ_n̩0 s_t_ow1_n ə0 s_ɝ1|vʲ_ɪ0_s n̩1 ç_ɪ1_z cʰ_ej1_s w_ɐ0_z ow0|bʲ_iː1|dʲ_i0|n̩0_s,And the foun|da|tion stone of serv|ice in his case was o|be|di|ence,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['n̩0', 'n̩0_d', 'æ0_n', 'æ0_n_d', 'æ0_n_ʔ', 'æ0_ʔ', 'ɛ0_n'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['f_aw0_n|d_ej1|ʃ_n̩0', 'f_aw0_n|d_ej1|ʃ_ə0_n'], ['s_t_ow1_n'], ['ə0', 'ə0_v'], ['s_ɝ1|vʲ_ɪ0_s'], ['n̩1', 'ɪ1_n'], ['ç_ɪ1_z'], ['cʰ_ej1_s'], ['w_ɐ0_z', 'w_ɑ0_z', 'w_ə0_z'], ['ow0|bʲ_iː1|dʲ_i0|n̩0_s', 'ow0|bʲ_iː1|dʲ_i0|ɛ0_n_s', 'ow0|bʲ_iː1|ɾʲ_i0|n̩0_s', 'ow0|bʲ_iː1|ɾʲ_i0|ɛ0_n_s']]","[7, 12, 2, 1, 2, 1, 2, 1, 1, 3, 4]"
558,Peace be unto you and grace before the Lord.,pʰ_iː1_s bʲ_i1 ɐ0_n|t_ə0 j_ə0 n̩0 ɟ_ɹ_ej1_s b_ə0|f_ɒ1_ɹ d̪_iː0 l_ɒ1_ɹ_d,Peace be un|to you and grace be|fore the Lord,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['pʰ_iː1_s'], ['bʲ_i1', 'bʲ_iː1'], ['ɐ0_n|t_ə0'], ['j_ə0', 'j_ʉː0'], ['n̩0', 'n̩0_d', 'æ0_n', 'æ0_n_d', 'æ0_n_ʔ', 'æ0_ʔ', 'ɛ0_n'], ['ɟ_ɹ_ej1_s'], ['b_ə0|f_ɒ1_ɹ', 'bʲ_i0|f_ɒ1_ɹ'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['l_ɒ1_ɹ_d']]","[1, 2, 1, 2, 7, 1, 2, 12, 1]"
559,His mouth opened; words shaped vainly on his lips.,ç_ɪ1_z m_aw1_ð ow1|p_n̩0_d w_ɝ1_d_z ʃ_ej1_p_t v_ej1_ɲ|ʎ_i0 ɑ1_n ç_ɪ1_z ʎ_ɪ1_p_s,His mouth o|pened words shaped vain|ly on his lips,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['ç_ɪ1_z'], ['m_aw1_ð', 'm_aw1_θ'], ['ow1|p_n̩0_d'], ['w_ɝ1_d_z'], ['ʃ_ej1_p_t'], ['v_ej1_ɲ|ʎ_i0'], ['ow1|ɛ0_n', 'ɑ1_n', 'ɒ1_n', 'ə1_n'], ['ç_ɪ1_z'], ['ʎ_ɪ1_p_s']]","[1, 2, 1, 1, 1, 1, 4, 1, 1]"
