,text,phonetics,segmented_text,n_syl_mismatches,n_stress_inconsistencies,used_method_for_syl_text,phonetics_alt,n_alternatives
509,Much more Ernest told them of themselves and of his disillusionment.,m_ɐ1_tʃ m_ɒː1 ɜː1|ɲ_ɪ0_s_t tʰ_əw1_ɫ_d d̪_ɛ0_m ɒ0_v d̪_ə0_m|s_ɛ1_ɫ_v_z n̩0 ɒ0_v ç_ɪ1_z d_ɪ0|s_ɪ0|l_ʉ1|ʒ_ə0_n|m_n̩0_t,Much more Er|nest told them of them|selves and of his dis|il|lu|sion|ment,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['m_ɐ1_tʃ'], ['m_ɒː1'], ['ɜː1|ɲ_ɪ0_s_t'], ['tʰ_əw1_ɫ_d'], ['d̪_ɛ0_m', 'm̩0', 'ð_ɛ0_m', 'ɛ0_m'], ['ɒ0_v', 'ə0', 'ə0_v'], ['d̪_ə0_m|s_ɛ1_ɫ_v_z', 'd̪_ɛ0_m|s_ɛ1_ɫ_v_z', 'ð_ə0_m|s_ɛ1_ɫ_v_z', 'ð_ɛ0_m|s_ɛ1_ɫ_v_z'], ['n̩0', 'n̩0_d', 'æ0_n_d', 'ɛ0_n', 'ʔ_æ0_n_d', 'ʔ_ɛ0_n'], ['ɒ0_v', 'ə0', 'ə0_v'], ['ç_ɪ1_z'], ['d_ɪ0|s_ɪ0|l_ʉ1|ʒ_ə0_n|m_n̩0_t', 'd_ɪ0|s_ɪ0|ʎ_ʉ1|ʒ_ə0_n|m_n̩0_t']]","[1, 1, 1, 1, 4, 3, 4, 6, 3, 1, 2]"
510,There is more behind this than a mere university ideal.,d̪_ɛː1 ɪ0_z m_ɒː1 b_ə0|h_aj1_n_d d̪_ɪ1_s d̪_æ0_n ej1 m_ɪ1_ə j_ʉː0|ɲ_ɪ0|v_ɜː1|s_ə0|tʲ_i0 aj0|d_ɪ1|ɫ̩0,There is more be|hind this than a mere u|ni|ver|si|ty i|deal,[9],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset']","[['d̪_ej1|ə0', 'd̪_ɛː1', 'ð_ej1|ə0', 'ð_ɛː1'], ['ɪ0_z'], ['m_ɒː1'], ['b_ə0|h_aj1_n_d', 'b_ɪ0|h_aj1_n_d'], ['d̪_ɪ1_s', 'ð_ɪ1_s'], ['d̪_æ0_n', 'ð_æ0_n'], ['ej1'], ['m_ɛ1|ɹ_i0', 'm_ɛ1|ɹ_ɛ0', 'm_ɪ1_ə', 'm_ɪ1|ə0'], ['j_ʉː0|ɲ_ɪ0|v_ɜː1|s_ə0|tʲ_i0'], ['aj0|d_ɪ1|ɫ̩0', 'aj0|dʲ_iː1|ɫ̩0']]","[4, 1, 1, 2, 2, 2, 1, 4, 1, 2]"
511,"No, it is a palace, wherein there are many servants.",n_əw1 ɪ0_t ɪ0_z ej1 pʰ_æ1|ʎ_ɪ0_s w_ɛː1|ɹ_ɪ0_n d̪_ɛː1 ɑː0 m_ɛ1|ɲ_i0 s_ɜː1|v_n̩0_t_s,No it is a pal|ace where|in there are man|y se|rvants,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'SonoriPy']","[['n_əw1'], ['ɪ0_t', 'ɪ0_ʔ'], ['ɪ0_z'], ['ej1'], ['pʰ_æ1|ʎ_ɪ0_s'], ['w_ɛː1|ɹ_ɪ0_n'], ['d̪_ej1|ə0', 'd̪_ɛː1', 'ð_ej1|ə0', 'ð_ɛː1'], ['ɑː0', 'ə0', 'ɛː0'], ['m_ɛ1|ɲ_i0'], ['s_ɜː1|v_n̩0_t_s']]","[1, 2, 1, 1, 1, 1, 4, 3, 1, 1]"
512,We must give ourselves and not our money alone.,w_iː0 m_ɐ1_s_t ɟ_ɪ1_v ɒː|s_ɛ_ɫ_v_z n̩0 n_ɑ1_t ɑː0 m_ɐ1|ɲ_i0 ə0|l_əw1_n,We must give our|selves and not our mon|ey a|lone,[],[3],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', 'dataset']","[['w_iː0'], ['m_ɐ1_s_t'], ['ɟ_ɪ1_v'], ['ɒː|s_ɛ_ɫ_v_z'], ['n̩0', 'n̩0_d', 'æ0_n_d', 'ɛ0_n', 'ʔ_æ0_n_d', 'ʔ_ɛ0_n'], ['n_ɑ1_t', 'n_ɑ1_ʔ', 'n_ɒ1_t', 'n_ɒ1_ʔ'], ['aw0|ə0', 'æ0|ɒː0', 'ɑː0'], ['m_ɐ1|ɲ_i0'], ['ə0|l_əw1_n']]","[1, 1, 1, 1, 6, 4, 3, 1, 1]"
513,We are consumed in our own flesh-pots.,w_iː0 ɑː0 kʰ_ə0_n|ʃ_ʉː1_m_d ɪ1_n ɑː0 əw1_n f_l_ɛ1_ʃ-pʰ_ɒ1_t_s,We are con|sumed in our own flesh-pots,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl-1 vowel = 1 syl']","[['w_iː0'], ['ɑː0', 'ə0', 'ɛː0'], ['kʰ_ə0_n|ʃ_ʉː1_m_d'], ['ɪ1_n', 'ʔ_ɪ1_n'], ['aw0|ə0', 'æ0|ɒː0', 'ɑː0'], ['əw1_n'], ['f_l_ɛ1_ʃ-pʰ_ɒ1_t_s']]","[1, 3, 1, 2, 3, 1, 1]"
514,But here amongst ourselves let us speak out.,b_ɐ0_t ç_ɪ1_ə ə0|m_ɐ1_ŋ_s_t ɒː|s_ɛ_ɫ_v_z l_ɛ1_t ə0_s s_pʲ_iː1_k aw1_t,But here a|mongst our|selves let us speak out,[],[3],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['b_ɐ0_t', 'b_ɐ0_ʔ'], ['ç_ɪ1_ə', 'ç_ɪ1|ə0'], ['ə0|m_ɐ1_ŋ_s_t'], ['ɒː|s_ɛ_ɫ_v_z'], ['l_ɛ1_t', 'l_ɛ1_ʔ'], ['j_ʉː0|ɛ0_s', 'ə0_s', 'ə0_z'], ['s_pʲ_iː1_k'], ['aw1_t', 'aw1_ʔ']]","[2, 2, 1, 1, 2, 3, 1, 2]"
515,"Also, there was awe in their faces.",ɒː1_ɫ|s_əw0 d̪_ɛː1 w_ɐ0_z ɒː1 ɪ1_n d̪_ɛː0 f_ej1|s_ɪ0_z,Al|so there was awe in their fa|ces,[],[],"['dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy']","[['ɒː1_ɫ|s_əw0'], ['d̪_ej1|ə0', 'd̪_ɛː1', 'ð_ej1|ə0', 'ð_ɛː1'], ['w_ɐ0_z', 'w_ɒ0_z', 'w_ə0_z'], ['ɒː1'], ['ɪ1_n', 'ʔ_ɪ1_n'], ['d̪_ɛː0', 'ð_ɛː0'], ['f_ej1|s_ɪ0_z']]","[1, 4, 3, 1, 2, 2, 1]"
516,Out of abstractions Ernest had conjured a vision and made them see it.,aw1_t ɒ0_v ə0_b_s|t_ɹ_æ1|c_ʃ_ə0_n_z ɜː1|ɲ_ɪ0_s_t h_æ0_d kʰ_ɐ1_n|dʒ_ə0_d ej1 v_ɪ1|ʒ_ə0_n n̩0 m_ej1_d d̪_ɛ0_m s_iː1 ɪ0_t,Out of abs|tra|ctions Er|nest had con|jured a vi|sion and made them see it,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['aw1_t', 'aw1_ʔ'], ['ɒ0_v', 'ə0', 'ə0_v'], ['ə0_b_s|t_ɹ_æ1|c_ʃ_ə0_n_z', 'ə0_b_s|tʃ_ɹ_æ1|c_ʃ_ə0_n_z'], ['ɜː1|ɲ_ɪ0_s_t'], ['h_æ0_d'], ['kʰ_ə1_n|dʒ_ʊ0|ə0_d', 'kʰ_ɐ1_n|dʒ_ə0_d', 'kʰ_ɒ1_n|dʒ_ə0_d', 'kʰ_ɒ1_n|dʒ_ʊ0|ə0_d'], ['ej1'], ['v_ɪ1|ʒ_ə0_n'], ['n̩0', 'n̩0_d', 'æ0_n_d', 'ɛ0_n', 'ʔ_æ0_n_d', 'ʔ_ɛ0_n'], ['m_ej1_d'], ['d̪_ɛ0_m', 'm̩0', 'ð_ɛ0_m', 'ɛ0_m'], ['s_iː1'], ['ɪ0_t', 'ɪ0_ʔ']]","[2, 3, 2, 1, 1, 4, 1, 1, 6, 1, 4, 1, 2]"
517,Illuminating oil was becoming all profit.,ɪ0|ʎ_ʉː1|m_ɪ0|ɲ_ej0|ʔ_ɪ0_ŋ ɔj1_ɫ w_ɐ0_z b_ɪ0|kʰ_ɐ1|m_ɪ0_ŋ ɒː1_ɫ p_ɹ_ɒ1|f_ɪ0_t,Il|lu|mi|nat|ing oil was be|com|ing all prof|it,[],[],"['dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['ɪ0|ʎ_ʉː1|m_ɪ0|ɲ_ej0|ʔ_ɪ0_ŋ'], ['ɔj1_ɫ'], ['w_ɐ0_z', 'w_ɒ0_z', 'w_ə0_z'], ['b_ɪ0|kʰ_ɐ1|m_ɪ0_ŋ'], ['ɒː1_ɫ'], ['p_ɹ_ɒ1|f_ɪ0_t', 'p_ɹ_ɒ1|f_ɪ0_ʔ']]","[1, 1, 3, 1, 1, 2]"
518,Such an act was in direct violation of the laws of the land.,s_ɐ1_tʃ n̩0 æ1_k_t w_ɐ0_z ɪ1_n d_aj0|ɹ_ɛ1_k_t v_aj0|ə1|l_ej0|ʃ_ə0_n ɒ0_v d̪_iː0 l_ɒː1_z ɒ0_v d̪_iː0 l_æ1_n_d,Such an act was in di|rect vio|la|tion of the laws of the land,[6],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['s_ɐ1_tʃ'], ['n̩0', 'æ0_n'], ['æ1_k_t'], ['w_ɐ0_z', 'w_ɒ0_z', 'w_ə0_z'], ['ɪ1_n', 'ʔ_ɪ1_n'], ['d_aj0|ə0|ɹ_ɛ1_k_t', 'd_aj0|ɹ_ɛ1_k_t', 'd_ə0|ɹ_ɛ1_k_t'], ['v_aj0|ə1|l_ej0|ʃ_ə0_n'], ['ɒ0_v', 'ə0', 'ə0_v'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['l_ɒː1_z'], ['ɒ0_v', 'ə0', 'ə0_v'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['l_æ1_n_d']]","[1, 2, 1, 3, 2, 3, 1, 3, 12, 1, 3, 12, 1]"
519,He was fond of quoting a fragment from a certain poem.,i0 w_ɐ0_z f_ɒ1_n_d ɒ0_v k_w_əw1|t_ɪ0_ŋ ej1 f_ɹ_æ1|ɡ_m_n̩0_t f_ɹ_m̩0 ej1 s_ɜː1|t_ə0_n pʰ_əw1|ɪ0_m,He was fond of quot|ing a frag|ment from a cer|tain po|em,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset']","[['i0', 'ç_i0', 'ç_iː0'], ['w_ɐ0_z', 'w_ɒ0_z', 'w_ə0_z'], ['f_ɒ1_n_d'], ['ɒ0_v', 'ə0', 'ə0_v'], ['k_w_əw1|t_ɪ0_ŋ'], ['ej1'], ['f_ɹ_æ1|ɡ_m_n̩0_t'], ['f_ɹ_m̩0', 'f_ɹ_ɒ0_m'], ['ej1'], ['s_ɜː1|t_ə0_n', 's_ɜː1|ʔ_n̩0'], ['pʰ_əw1|ɪ0_m']]","[3, 3, 1, 3, 1, 1, 1, 2, 1, 2, 1]"
520,Without them he could not run his empire.,w_ɪ0|d̪_aw1_t d̪_ɛ0_m i0 kʰ_ʊ1_d n_ɑ1_t ɹ_ɐ1_n ç_ɪ1_z ɛ1_m|pʰ_aj0|ə0,With|out them he could not run his em|pi|re,[],[],"['dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['w_ɪ0|d̪_aw1_t', 'w_ɪ0|d̪_aw1_ʔ', 'w_ɪ0|v_aw1_t', 'w_ɪ0|v_aw1_ʔ', 'w_ɪ0|ð_aw1_t', 'w_ɪ0|ð_aw1_ʔ', 'w_ɪ0|θ_aw1_t', 'w_ɪ0|θ_aw1_ʔ'], ['d̪_ɛ0_m', 'm̩0', 'ð_ɛ0_m', 'ɛ0_m'], ['i0', 'ç_i0', 'ç_iː0'], ['kʰ_ʊ1_d'], ['n_ɑ1_t', 'n_ɑ1_ʔ', 'n_ɒ1_t', 'n_ɒ1_ʔ'], ['ɹ_ɐ1_n'], ['ç_ɪ1_z'], ['ɛ1_m|pʰ_aj0|ə0']]","[8, 4, 3, 1, 4, 1, 1, 1]"
521,For such countries nothing remained but reorganization.,f_ɒː0 s_ɐ1_tʃ kʰ_ɐ1_n|t_ɹ_i0_z n_ɐ1|f_ɪ0_n ɹ_ɪ0|m_ej1_n_d b_ɐ0_t ɹ_ɪ0|ɒː0|ɡ_ə0|n_aj0|z_ej1|ʃ_ə0_n,For such coun|tries noth|ing re|mained but re|or|gan|i|za|tion,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', 'dataset', 'SonoriPy', '1 vowel = 1 syl', 'dataset']","[['f_ɒː0', 'f_ə0'], ['s_ɐ1_tʃ'], ['kʰ_ɐ1_n|t_ɹ_i0_z', 'kʰ_ɐ1_n|tʃ_ɹ_i0_z'], ['n_ɐ1|f_ɪ0_n', 'n_ɐ1|f_ɪ0_ŋ', 'n_ɐ1|t̪_ɪ0_ŋ', 'n_ɐ1|θ_ɪ0_ŋ'], ['ɹ_ɪ0|m_ej1_n_d'], ['b_ɐ0_t', 'b_ɐ0_ʔ'], ['ɹ_ɪ0|ɒː0|ɡ_ə0|n_aj0|z_ej1|ʃ_ə0_n']]","[2, 1, 2, 4, 1, 2, 1]"
522,They could not continue their method of producing surpluses.,d̪_ej0 kʰ_ʊ1_d n_ɑ1_t kʰ_ə0_n|t_ɪ1|ɲ_ʉː0 d̪_ɛː0 m_ɛ1|θ_ə0_d ɒ0_v p_ɹ_ə0|dʒ_ʉː1|s_ɪ0_ŋ s_ɜː1|p_l_ə0|s_ɪ0_z,They could not con|tin|ue their meth|od of pro|duc|ing sur|plu|ses,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', 'SonoriPy']","[['d̪_ej0', 'ð_ej0'], ['kʰ_ʊ1_d'], ['n_ɑ1_t', 'n_ɑ1_ʔ', 'n_ɒ1_t', 'n_ɒ1_ʔ'], ['kʰ_ə0_n|t_ɪ1|ɲ_ʉː0'], ['d̪_ɛː0', 'ð_ɛː0'], ['m_ɛ1|θ_ə0_d'], ['ɒ0_v', 'ə0', 'ə0_v'], ['p_ɹ_ə0|dʒ_ʉː1|s_ɪ0_ŋ', 'p_ɹ_ə0|dʲ_ʉː1|s_ɪ0_ŋ'], ['s_ɜː1|p_l_ə0|s_ɪ0_z']]","[2, 1, 4, 1, 2, 1, 3, 2, 1]"
523,At once would be instituted a dozen cooperative commonwealth states.,æ0_t w_ɐ1_n_t_s w_ə1_d bʲ_iː1 ɪ1_n_s|t_ɪ0|tʃ_ʉː0|ʔ_ɪ0_d ej1 d_ɐ1|z_ə0_n kʰ_əw0|ɒ1|p_ə0|ɹ_ə0|t_ɪ0_v kʰ_ɑ1|m_n̩0|w_ɛ0_ɫ_θ s_t_ej1_t_s,At once would be in|sti|tut|ed a doz|en co|op|er|a|tive com|mon|wealth states,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', 'dataset', 'dataset', '1 vowel = 1 syl']","[['æ0_t', 'æ0_ʔ'], ['w_ɐ1_n_t_s', 'w_ɒ1_n_t_s'], ['w_ə1_d', 'w_ʊ1_d', 'ə1_d'], ['bʲ_iː1'], ['ɪ1_n_s|t_ɪ0|tʃ_ʉː0|ʔ_ɪ0_d', 'ɪ1_n_s|t_ɪ0|tʲ_ʉː0|ʔ_ɪ0_d'], ['ej1'], ['d_ɐ1|z_ə0_n'], ['kʰ_əw0|ɒ1|p_ə0|ɹ_ə0|t_ɪ0_v'], ['kʰ_ɑ1|m_n̩0|w_ɛ0_ɫ_θ', 'kʰ_ɒ1|m_n̩0|w_ɛ0_ɫ_θ'], ['s_t_ej1_t_s']]","[2, 2, 3, 1, 2, 1, 1, 1, 2, 1]"
524,"The Oligarchy wanted violence, and it set its agents provocateurs to work.",d̪_iː0 ɒ1|ʎ_ɪ0|ɡ_ɑː0|c_i0 w_ɒ1_n|t_ɪ0_d v_aj1|ə0|l_n̩0_s n̩0 ɪ0_t s_ɛ1_t ɪ0_t_s ej1|dʒ_n̩0_t_s p_ɹ_ɒ0|v_ə0|k_ə0|tʰ_ɜː1_z t_ə0 w_ɜː1_k,The Ol|i|gar|chy wan|ted vi|o|lence and it set its a|gents pro|vo|ca|teurs to work,[],[],"['1 vowel = 1 syl', 'dataset', 'SonoriPy', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['ɒ1|ʎ_ɪ0|ɡ_ɑː0|c_i0'], ['w_ɒ1_n|t_ɪ0_d'], ['v_aj1|l_n̩0_s', 'v_aj1|ə0|l_n̩0_s'], ['n̩0', 'n̩0_d', 'æ0_n_d', 'ɛ0_n', 'ʔ_æ0_n_d', 'ʔ_ɛ0_n'], ['ɪ0_t', 'ɪ0_ʔ'], ['s_ɛ1_t', 's_ɛ1_ʔ'], ['ɪ0_t_s'], ['ej1|dʒ_n̩0_t_s'], ['p_ɹ_ɒ0|v_ə0|k_ə0|tʰ_ɜː1_z'], ['t_ə0', 'tʃ_ʉː0', 'tʰ_ʉː0'], ['w_ɜː1_k']]","[12, 1, 1, 2, 6, 2, 2, 1, 1, 1, 3, 1]"
525,Nowhere did the raw earth appear.,n_əw1|w_ɛː0 d_ɪ1_d d̪_iː0 ɹ_ɒː1 ɜː1_f ə0|p_ɪ1_ə,No|where did the raw earth ap|pear,[],[],"['dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['n_əw1|w_ɛː0'], ['d_ɪ1_d'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['ɹ_ɒː1'], ['ɜː1_f', 'ɜː1_θ'], ['ə0|p_ɪ1_ə', 'ə0|p_ɪ1|ə0']]","[1, 1, 12, 1, 2, 2]"
526,The lush vegetation of that sheltered spot make a natural shield.,d̪_iː0 l_ɐ1_ʃ v_ɛ0|dʒ_ə0|tʰ_ej1|ʃ_ə0_n ɒ0_v d̪_æ1_t ʃ_ɛ1_ɫ|t_ə0_d s_p_ɒ1_t m_ej1_k ej1 n_æ1|tʃ_ə0|ɫ̩0 ʃ_iː1_ɫ_d,The lush veg|e|ta|tion of that shel|tered spot make a nat|u|ral shield,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['l_ɐ1_ʃ'], ['v_ɛ0|dʒ_ə0|tʰ_ej1|ʃ_ə0_n'], ['ɒ0_v', 'ə0', 'ə0_v'], ['d̪_æ1_t', 'd̪_æ1_ʔ', 'ð_æ1_t', 'ð_æ1_ʔ'], ['ʃ_ɛ1_ɫ|t_ə0_d', 'ʃ_ɛ1_ɫ|ʔ_ə0_d'], ['s_p_ɒ1_t', 's_p_ɒ1_ʔ'], ['m_ej1_k'], ['ej1'], ['n_æ1|tʃ_ə0|ɫ̩0', 'n_æ|tʃ_ɫ̩'], ['ʃ_iː1_ɫ_d']]","[12, 1, 1, 3, 4, 2, 2, 1, 1, 2, 1]"
527,"Men who endure it, call it living death.",m_ɛ1_n h_ʉː1 ɪ0_n|dʒ_ɒː1 ɪ0_t kʰ_ɒː1_ɫ ɪ0_t ʎ_ɪ1|v_ɪ0_ŋ d_ɛ1_θ,Men who en|dure it call it liv|ing death,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['m_ɛ1_n'], ['d_ɐ|b_ɫ̩|j_ʉː|ej|tʃ_əw', 'h_ʉː1'], ['ɪ0_n|dʒ_ɒː1', 'ɪ0_n|dʲ_ɒː1'], ['ɪ0_t', 'ɪ0_ʔ'], ['kʰ_ɒː1_ɫ'], ['ɪ0_t', 'ɪ0_ʔ'], ['ʎ_ɪ1|v_ɪ0_ŋ'], ['d_ɛ1_θ']]","[1, 2, 2, 2, 1, 2, 1, 1]"
528,"As I say, he had tapped the message very rapidly.",ej0_z aj1 s_ej1 i0 h_æ0_d tʰ_æ1_p_t d̪_iː0 m_ɛ1|s_ɪ0_dʒ v_ɛ1|ɹ_i0 ɹ_æ1|p_ɪ0|dʲ_ʎ_i0,As I say he had tapped the mes|sage ver|y rap|id|ly,[],[],"['1 vowel = 1 syl', 'acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', 'dataset']","[['ej0_z', 'æ0_s'], ['aj1'], ['s_ej1'], ['i0', 'ç_i0', 'ç_iː0'], ['h_æ0_d'], ['tʰ_æ1_p_t'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['m_ɛ1|s_ɪ0_dʒ'], ['v_ɛ1|ɹ_i0'], ['ɹ_æ1|p_ɪ0|dʲ_ʎ_i0']]","[2, 1, 1, 3, 1, 1, 12, 1, 1, 1]"
529,"Ask him, I laughed, then turned to Pasquini.",ɑː1_k_s m̩0 aj1 l_ɑː1_f_t d̪_ɛ1_n tʰ_ɜː1_n_d t_ə0 pʰ_a0_s|c_iː1|ɲ_i0,Ask him I laughed then turned to Pas|qui|ni,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy']","[['ɑː1_k_s', 'ɑː1_s_k'], ['m̩0', 'ç_ɪ0_m'], ['aj1'], ['l_ɑː1_f_t'], ['d̪_ɛ1_n', 'ð_ɛ1_n'], ['tʰ_ɜː1_n_d'], ['t_ə0', 'tʃ_ʉː0', 'tʰ_ʉː0'], ['pʰ_a0_s|c_iː1|ɲ_i0', 'pʰ_a0_s|cʷ_ɪ1|ɲ_iː0', 'pʰ_a0_s|cʷ_iː1|ɲ_i0']]","[2, 2, 1, 1, 2, 1, 3, 3]"
530,In what bucolic school of fence he had been taught was beyond imagining.,ɪ1_n w_ɒ0_t bʲ_ʉː0|kʰ_ɒ1|ʎ_ɪ0_k s_k_ʉː1_ɫ ɒ0_v f_ɛ1_n_s i0 h_æ0_d b_ɪ0_n tʰ_ɒː1_t w_ɐ0_z bʲ_i0|j_ɒ1_n_d ɪ0|m_æ1|dʒ_ə0|ɲ_ɪ0_ŋ,In what bu|col|ic school of fence he had been taught was be|yond im|ag|in|ing,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset']","[['ɪ1_n', 'ʔ_ɪ1_n'], ['w_ɒ0_t', 'w_ɒ0_ʔ'], ['bʲ_ʉː0|kʰ_ɒ1|ʎ_ɪ0_k'], ['s_k_ʉː1_ɫ'], ['ɒ0_v', 'ə0', 'ə0_v'], ['f_ɛ1_n_s'], ['i0', 'ç_i0', 'ç_iː0'], ['h_æ0_d'], ['b_ɪ0_n', 'bʲ_iː0_n'], ['tʰ_ɒː1_t', 'tʰ_ɒː1_ʔ'], ['w_ɐ0_z', 'w_ɒ0_z', 'w_ə0_z'], ['bʲ_i0|j_ɒ1_n_d'], ['ɪ0|m_æ1|dʒ_ə0|ɲ_ɪ0_ŋ']]","[2, 2, 1, 1, 3, 1, 3, 1, 2, 2, 3, 1, 1]"
531,May drought destroy your crops.,m_ej1 d_ɹ_aw1_t d_ɪ0_s|t_ɹ_ɔj1 j_ɒː0 k_ɹ_ɒ1_p_s,May drought de|stroy your crops,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['m_ej1'], ['d_ɹ_aw1_t', 'd_ɹ_aw1_ʔ'], ['d_ɪ0_s|t_ɹ_ɔj1', 'd_ɪ0_s|tʃ_ɹ_ɔj1'], ['j_ɒː0', 'j_ə0', 'j_ʊ0|ə0'], ['k_ɹ_ɒ1_p_s']]","[1, 2, 2, 3, 1]"
